spring_id,model,horizon,nse,mae,rmse,smape,emissions [kg CO₂],energy [kWh]
395731,BASELINE,2,0.8962228231509989,0.0028204252066259014,0.004776110476571641,8.505968898706328,3.8680361529498694e-06,3.4906293117621464e-05
395731,BASELINE,3,0.8690325206383949,0.0032404347492297676,0.005374879153321979,9.777361454118036,3.8680361529498694e-06,3.4906293117621464e-05
395731,BASELINE,4,0.8399559595076903,0.003639529040895596,0.0059529848530728265,10.98492718551579,3.8680361529498694e-06,3.4906293117621464e-05
395749,BASELINE,1,-0.17044490829339676,0.0036737553420661986,0.008581216996110613,5.918150426526794,3.8086905601974918e-06,3.437074107675606e-05
395749,BASELINE,2,-0.2717305956185405,0.0037973369763760353,0.008701299658873377,6.180672894878768,3.8086905601974918e-06,3.437074107675606e-05
395749,BASELINE,3,-0.31220407214660106,0.003914807272458424,0.008804730339446613,6.399919842900202,3.8086905601974918e-06,3.437074107675606e-05
395749,BASELINE,4,-0.32374344637371744,0.004040404250168164,0.008848512247801074,6.625566280710615,3.8086905601974918e-06,3.437074107675606e-05
395756,BASELINE,1,0.9153987876971197,0.031310820745582515,0.05909523732363393,9.210723793338955,3.881896088601598e-06,3.5031369243417665e-05
395756,BASELINE,2,0.887312636858301,0.03652035064669084,0.06819951672680685,10.732060499419964,3.881896088601598e-06,3.5031369243417665e-05
395756,BASELINE,3,0.8591701396928907,0.04130546945430374,0.07623809426975112,12.117569364144542,3.881896088601598e-06,3.5031369243417665e-05
395756,BASELINE,4,0.8310990507787178,0.045673705429716153,0.08348679696354602,13.375648795740455,3.881896088601598e-06,3.5031369243417665e-05
395764,BASELINE,1,0.2814496389249491,0.5608962890070083,0.9329479200032929,58.64202452725672,4.01293390376338e-06,3.62138929336478e-05
395764,BASELINE,2,0.22724415467415227,0.5947186674705397,0.9713158499787348,64.17913855870725,4.01293390376338e-06,3.62138929336478e-05
395764,BASELINE,3,0.18525502121623205,0.6206777834948972,0.9960384188580962,68.62486673493538,4.01293390376338e-06,3.62138929336478e-05
395764,BASELINE,4,0.14174477520272488,0.6514059102706335,1.024293955576585,72.3744523088842,4.01293390376338e-06,3.62138929336478e-05
395772,BASELINE,1,0.7236214313116304,0.068053366230213,0.11537543857861725,21.395781213812757,3.877459161868763e-06,3.49913291147959e-05
395772,BASELINE,2,0.6743724665862469,0.07594210880793474,0.12526418998455913,24.12063974555764,3.877459161868763e-06,3.49913291147959e-05
395772,BASELINE,3,0.6331890765328125,0.08269926823442557,0.13297766467516517,26.392096763367082,3.877459161868763e-06,3.49913291147959e-05
395772,BASELINE,4,0.5947069902128626,0.08855811679675393,0.13981506716241301,28.331770165291367,3.877459161868763e-06,3.49913291147959e-05
