spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture
395749,xLSTM,3,-0.05944706438366665,0.0026891309968591656,0.007911430155717726,4.288414722891268,0.0008250119318320459,0.00744514972956039,5.9878560477491034e-06,5.4036169798840416e-05,64,0.1,0.001,only_mlstm
395749,xLSTM,4,-0.1084569408736964,0.0028351205970289285,0.008097067448020731,4.546474011385859,0.0008250119318320459,0.00744514972956039,5.9878560477491034e-06,5.4036169798840416e-05,64,0.1,0.001,only_mlstm
395756,xLSTM,1,0.9899676698999262,0.01116389108186344,0.020350031918346945,4.162461364589626,0.0014351072564301906,0.012950828939376519,2.1600983301948366e-05,0.00019493361099834285,128,0.1,0.0001,only_slstm
395756,xLSTM,2,0.9724876422539813,0.016132466703226538,0.033698269089084264,5.474575628937448,0.0014351072564301906,0.012950828939376519,2.1600983301948366e-05,0.00019493361099834285,128,0.1,0.0001,only_slstm
395756,xLSTM,3,0.9493611042558486,0.02291147048130492,0.04571584702337038,8.013675612844713,0.0014351072564301906,0.012950828939376519,2.1600983301948366e-05,0.00019493361099834285,128,0.1,0.0001,only_slstm
395756,xLSTM,4,0.9335114406602666,0.026990027423985215,0.052381172521681486,8.855802204972369,0.0014351072564301906,0.012950828939376519,2.1600983301948366e-05,0.00019493361099834285,128,0.1,0.0001,only_slstm
395764,xLSTM,1,0.4427674186185594,0.37858322992459537,0.8215746782154605,52.60182007037185,0.0013145951264089276,0.01186329212006757,1.4107094729972878e-05,0.0001273065618342136,128,0.1,0.0001,only_mlstm
395764,xLSTM,2,0.32316827319125274,0.44735271337265053,0.9090330641808136,63.707711596910485,0.0013145951264089276,0.01186329212006757,1.4107094729972878e-05,0.0001273065618342136,128,0.1,0.0001,only_mlstm
395764,xLSTM,3,0.26017277079046175,0.4715028034458809,0.9491402685804319,61.113678075680795,0.0013145951264089276,0.01186329212006757,1.4107094729972878e-05,0.0001273065618342136,128,0.1,0.0001,only_mlstm
395764,xLSTM,4,0.2368095663601094,0.5069778494894513,0.9659015004115891,75.35454849298576,0.0013145951264089276,0.01186329212006757,1.4107094729972878e-05,0.0001273065618342136,128,0.1,0.0001,only_mlstm
395772,xLSTM,1,0.867764391483637,0.03915063615812824,0.07980597215169294,11.998195297777874,3.584511736338043e-05,0.009103857061718347,1.891469220075838e-05,0.00017069173194923277,64,0.1,0.0001,only_slstm
395772,xLSTM,2,0.7539506889787138,0.05522542780909632,0.10888735572141856,16.49692841823327,3.584511736338043e-05,0.009103857061718347,1.891469220075838e-05,0.00017069173194923277,64,0.1,0.0001,only_slstm
395772,xLSTM,3,0.704095001950235,0.06337004054214361,0.11943557973654556,19.543733662564303,3.584511736338043e-05,0.009103857061718347,1.891469220075838e-05,0.00017069173194923277,64,0.1,0.0001,only_slstm
395772,xLSTM,4,0.6837913221986227,0.06673145175035132,0.12349697249355142,20.95227431077642,3.584511736338043e-05,0.009103857061718347,1.891469220075838e-05,0.00017069173194923277,64,0.1,0.0001,only_slstm
396192,xLSTM,1,0.9410254221498067,0.0033555285520299994,0.007590195345023381,1.9601548507107993,0.0028805023584149362,0.02599449841546887,2.3263804961939882e-05,0.00020993940152636792,64,0.1,0.001,slstm_first
396192,xLSTM,2,0.908450752959985,0.004638583514619037,0.00947710884395934,2.752732955590436,0.0028805023584149362,0.02599449841546887,2.3263804961939882e-05,0.00020993940152636792,64,0.1,0.001,slstm_first
396192,xLSTM,3,0.8259886864388881,0.006688943548343423,0.013101239526773624,3.9980318093698544,0.0028805023584149362,0.02599449841546887,2.3263804961939882e-05,0.00020993940152636792,64,0.1,0.001,slstm_first
396192,xLSTM,4,0.7686427615857803,0.008180089153878875,0.015152087876514625,4.9667670034340885,0.0028805023584149362,0.02599449841546887,2.3263804961939882e-05,0.00020993940152636792,64,0.1,0.001,slstm_first
396226,xLSTM,1,0.9871887072654464,0.0013023112855040724,0.0016599122079023001,1.7581036686577916,0.001015543012657755,0.009164558104336671,2.019211406655605e-05,0.00018221956165899046,64,0.1,0.0001,only_slstm
396226,xLSTM,2,0.9855022043949535,0.0014007918745675475,0.001765839813624392,1.924940516467398,0.001015543012657755,0.009164558104336671,2.019211406655605e-05,0.00018221956165899046,64,0.1,0.0001,only_slstm
396226,xLSTM,3,0.986120412533622,0.001361384043337578,0.0017278371723739683,1.8318403595847623,0.001015543012657755,0.009164558104336671,2.019211406655605e-05,0.00018221956165899046,64,0.1,0.0001,only_slstm
396226,xLSTM,4,0.9835785189428035,0.001493943545166286,0.001879472004880812,2.022471060556656,0.001015543012657755,0.009164558104336671,2.019211406655605e-05,0.00018221956165899046,64,0.1,0.0001,only_slstm
396291,xLSTM,1,0.9879736386434808,0.011917632357372759,0.019186026765905147,3.0274693094650043,0.0007095079611917719,0.006402808009888567,1.9963734968735786e-05,0.00018015860167432937,64,0.1,0.0001,only_slstm
396291,xLSTM,2,0.9681618254119476,0.020354426458575447,0.031216338058453412,4.997876579353044,0.0007095079611917719,0.006402808009888567,1.9963734968735786e-05,0.00018015860167432937,64,0.1,0.0001,only_slstm
396291,xLSTM,3,0.9379497282723925,0.028378001680842667,0.04357839519966882,6.641860884747981,0.0007095079611917719,0.006402808009888567,1.9963734968735786e-05,0.00018015860167432937,64,0.1,0.0001,only_slstm
396291,xLSTM,4,0.9067361149615568,0.03558580849404417,0.05342525221078298,8.193006699023389,0.0007095079611917719,0.006402808009888567,1.9963734968735786e-05,0.00018015860167432937,64,0.1,0.0001,only_slstm
